Date|Active Users|Favorites|Total Visits|Date Created|Last Updated|Server Size|Genre|Title|Creator|gameID|Category|URL|Description
2022-02-22 11:00:57|1698|82997|5.4M+|10/30/2020|2/17/2022|20|Fighting|[Update30-II]AllusionsBy@Klevinoroto|@Klevinoroto|5895971007|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=5895971007&Position=26&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.149Z|Its simply a randomizer game. Have fun! Almost everything here is an allusion to a show game or some sort of media. This game focuses more on the references aspect rather than the memes. If thats your cup of tea then this game is for you! Your weapon ( your first tool ) has 2 abilities press E and R to use them. For Xbox its the X and Y button to use them. Have a nice day.
2022-02-22 11:00:57|2834|94943|10.6M+|1/12/2022|2/18/2022|30|All Genres|AloSanctuaryByAloYoga|Alo Yoga|8523408215|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=8523408215&Position=18&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.147Z|Welcome to the Alo Sanctuary. Explore the island experience mindfulness with free guided meditation sessions take free yoga classes collect yoga poses for your avatar and earn exclusive items in the Alo store. You can even help raise money for a good cause - for every visitor who explores the island and completes a quest Alo will make a donation to support mental health initiatives via Alo Gives. Come back to unlock exclusive items with daily meditation and take new yoga classes. EXCLUSIVE ALO ITEMS: Warrior Mat + Alo Yoga Strap Renown Crewneck Pullover Goddess Legging + Throwback Socks + Alo Tank Top District Trucker Hat G.O.A.T Jacket Personal Aura All items can be worn inside and outside the Alo Sanctuary experience.
2022-02-22 11:00:58|2609|98548|4.3M+|1/29/2022|2/19/2022|35|Horror|UsAreToysBy@UmmmOkayWhat|@UmmmOkayWhat|8668673762|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=8668673762&Position=8&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.146Z|Credit to The Walten Files for Billy The Rabbit (If the creator of The Walten Files wants Billy The Rabbit to be removed he will be!) RECENT UPDATE: -Made trash room easier -Fixed dying while respawning -Fixed smaller bugs Us Are Toys is a MULTIPLAYER HORROR GAME which tells a story about a field trip to a toy factory. Fun Factory has invited you to come visit and take a tour of the factory. However things start to take a very dark turn. WARNING: This game contains disturbing images sudden loud noises jumpscares play at your own risk!
2022-02-22 11:00:58|7411|133820|32.9M+|1/8/2022|2/20/2022|22|All Genres|🕯Encanto🦋By@skygriI|@skygriI|8482542269|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=8482542269&Position=9&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.147Z|🕯**THIS IS A FAN MADE GAME** 🦋NEW🦋 -new gear -revamped morphs To fix animations sit on a custom chair :) (e.g. Isabelas swing bed) --------------------------------------------------- Thank you for all the recent support <3 Any concerns/suggestions? Message me!
2022-02-22 11:00:59|2700|551891|141.6M+|3/22/2019|2/20/2022|15|All Genres|🤖[CyberCity]GiantSimulatorByMithrilGames|Mithril Games|2986677229|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=2986677229&Position=15&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.147Z|☃️[Cyber City!] Make season pass progress to earn amazing in game items! ⚔️ 2 new permanent seasonal weapons! ＋ Break Tech Boxes and collect Orbs to gain season pass progress! 🤑 Get the season pass to earn awesome bonus rewards! 🐻 New limited pets and artifacts! 🌈[Rainbow Pets] Merge 5 evolved pets into a RAINBOW pet that is 4x stronger than the base pet! 💸[Autosell] Autosell has been added to all the crates! 🧬 Pet evolutions are now available! Merge 5 pets into a new Evolved pet that is 2x stronger! [XBOX] 🎮 Giant Simulator is now on Xbox! 👍Like ⭐Favorite and 🔊Follow the game for more updates! [Group - Join for in game bonus!] https://www.roblox.com/groups/3497226/Mithril-Games Welcome to Giant Simulator! The most competitive simulator on Roblox! Train to become the strongest fastest richest player around! Find epic loot and legendary pets as you level up and dominate the server 😈. Can you become a Giant legend?
2022-02-22 11:00:59|840|14604|1.2M+|7/18/2021|2/18/2022|12|All Genres|[🌟2xXP]DragonOrbzByBloxCrafters|BloxCrafters|7114303730|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=7114303730&Position=19&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.147Z|Current level cap: 600 Current Orbs in the game: Bob Demon Green Creature Tanks Pickle Robot-17 Freezer Cilium Rohan Pinky Prince Helfa Supreme Shell Roku Giren Rage Cat-God Angel Hints: - An orb will spawn every hour and will despawn fairly quickly find them fast! - You can buy new orbs that are in stock from the Orb Dealer in North City! - You should take on bosses with more than one person! Controls C - Charge Q - Lock On Shift - Sprint Ctrl - Block Double Space - Fly Characters and Places based on Dragon Ball Z Created by: Ryzoft Gavin Goaldan Kolapo
2022-02-22 11:01:00|3842|67319|4.5M+|9/14/2021|2/22/2022|4|Fighting|[UPD3]UltimateArmyTycoon!ByZoodStudios|Zood Studios|7477552662|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=7477552662&Position=20&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.147Z|👍 LIKE 👍 the game and use the code RELEASE for free coins NEW UPDATE: 🌊New Element Island 🔥 🌪️ New Capsules 🗿 📖 New Collection Index 📖 ⛩️ Collect coins and build up your tycoon! 📦 Open up legendary fighters from capsules inside your base! ⚔️ Build up HUGE 100 troop armies and capture points! 🏴‍☠️ Morph into your most OP TROOPS! 🗺️ Unlock and explore new floating islands within your tycoon! ⚠️ The game is in early stages of development were currently grinding out bugs let us know if you find any under group wall ⚠️ 💡 Join the Zood Studio group to spin group wheel for a FREE troop! ⏬ https://www.roblox.com/groups/5606884/Zood-Studios 🔔 Follow for game updates! 🔔
2022-02-22 11:01:00|2053|334571|61.7M+|3/17/2020|2/22/2022|40|All Genres|BOOGABOOGA-ClassicBySoybeen|Soybeen|4787629450|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=4787629450&Position=4&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.146Z|BOOGA BOOGA is a ROBLOX survival game created by Soybeen. The first version of BOOGA BOOGA was released in the Spring of 2018 developed by Soybeen during his time at the ROBLOX Spring 2018 Accelerator program later earning the 6th annual Bloxxy award for Best Incubator/Accelerator Game. BOOGA BOOGA is a direct successor to Soybeens previous survival games DUSK (2016) and DAWN (2018) which were inspired by some of the very first ROBLOX survival games such as Davidiis Survival 303 and Garnolds Survival: Apocalypse. Soybeens ROBLOX Group contains all playable versions of BOOGA BOOGA. Each has its own unique maps items resources NPCs and more. Inventories Coins Mojo and Levels are not shared between different versions of BOOGA BOOGA. JOIN THE GROUP: https://www.roblox.com/groups/2841240
2022-02-22 11:01:01|7148|483068|184.7M+|11/10/2020|2/17/2022|10|All Genres|Crewmates!🚀(AmongUs)ByLionlyStudios|Lionly Studios|5939428933|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=5939428933&Position=6&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.146Z|Follow us 🐦 @LionlyStudios to get Exclusive Codes! ⭐ • NEW LIMITED TIME CODE CLAIM IT BEFORE ITS EXPIRED🦑 SQUIDGAME • NEW GAME (CODE) https://www.roblox.com/games/8587816379/DonateMe CODES: 100K 999IQ PUMPKINHEAD MINICREWMATE IMPOSTORPACK Get PETS for FREE by Joining our GROUP or SUPPORT US by purchasing the EXCLUSIVE PETS collection! 🐾 https://www.roblox.com/groups/8296978/Group Press the LIKE button if you enjoy! 👍 Gameplay 🎮: • Crewmate: Find out who the Impostor is or complete your tasks before its too late! 😨 • Impostor: Kill the Crewmates use Vents and Sabotage. Dont let anyone know youre the Impostor! 😈 Controls 💻: • G: Invite Friends 👥 • Tab / M: Open / Close Map 🗺️ • R: Report Body 📢 • Space: Use / Emergency 🚨 ~ Vent / Sabotage 💨 (Impostor) • Q: Kill (Impostor) 🔪 • A / D: Switch Vent (Impostor) 🐱‍👤 🔔 Join the Group to contact report or talk with us and about the new updates!
2022-02-22 11:01:01|10496|25418|2.2M+|12/19/2021|2/22/2022|12|Adventure|StoneMinerSimulatorByHotpotStudio|Hotpot Studio|8288069630|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=224f5f39-52b9-40fe-9791-f938cbfc39ec&PageType=Games&PlaceId=8288069630&Position=16&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T17:00:56.147Z|200 likes code:stoneminer 500 likes code:joingroup 1000 likes code:cqimfvkm 2000 likes code:wyvxufgb 4000 likes code:qkgkvzos 🌋 Welcome to Stone Miner simulator 🗻 🦽 destroy the minerals on the island and ship them back to base for sale! 🚂 Upgrade your harvesters to unlock more islands and discover rarer minerals! 🐱‍👓 Accumulate golds get pets and increase your strength! 🏭 factory harvester bridge... Theres so much joy to be found ✨【 Update 1.1.0】 : Add 1 maps and 3 pets! Excavators can be upgraded to tier 7 ！ Shop interface optimization！ Fix grammar errors！ 🎊Enter the code WelcomeHotpot for a mystery prize! When the number of likes reaches 10000 a new code will be issued! we had to fix some problems in the game with an emergency update. Thank you for your understanding. Here is the compensation code cpaofpmt for this update. Thanks for your support 😇
